level1;level2;level3;level4;level5;tooltip;source;source_url;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;level
UNDEFINED;GENERAL FUND;TRAFFIC MARKINGS (SCHEDULE B);;;;;;0;0;39288;0;0;0;0;0;0;0;0;0;0;3
UNDEFINED;GENERAL FUND;FRINGE BENEFIT CHARGES;;;;;;0;29630;0;0;0;0;0;0;0;0;0;0;0;3
UNDEFINED;GENERAL FUND;OVERHEAD CHARGES;;;;;;0;14214;16473;0;-20;0;0;0;0;0;0;0;0;3
UNDEFINED;GENERAL FUND;WAKE- HOLD HARMLESS;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
UNDEFINED;GENERAL FUND;CERAMICS;;;;;;0;2154;0;0;0;0;0;0;0;0;0;0;0;3
UNDEFINED;GENERAL FUND;SALE OF SURPLUS EQUIPMENT;;;;;;0;278238;496059;760553;356015;806312;336377;295615;221879;395402;501130;439281;700000;3
UNDEFINED;GENERAL FUND;TRANSFER FROM THE GENERAL FUND;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
UNDEFINED;GENERAL FUND;BANK LOAN PRIVATE PLACEMENT;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
UNDEFINED;GENERAL FUND;02 ISSUE-96 BONDS - FINAL;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
UNDEFINED;GENERAL FUND;TRANSFERS FROM RESERVES;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;4622265;3
UNDEFINED;GENERAL FUND;MUNICIPAL BUILDINGS;;;;;;0;300;1100;100;0;0;0;0;0;0;10;0;0;3
UNDEFINED;GENERAL FUND;ADMINISTRATIVE FEE;;;;;;0;8863;8367;0;-2;0;0;0;0;0;0;0;0;3
UNDEFINED;GENERAL FUND;FER FROM 911 SURCHG;;;;;;0;0;0;0;0;0;0;322143;0;0;0;0;0;3
UNDEFINED;GENERAL FUND;PRIOR PERIOD ADJ;;;;;;0;0;0;0;0;0;0;0;0;0;0;1223737;0;3
UNDEFINED;GENERAL FUND;CASH SHORT;;;;;;0;-10;-4;-33;-47;-149;-30;-93;-29;-45;-117;-949;0;3
UNDEFINED;HUMAN RELATIONS GRANT FUNDS;INVESTMENT EARNINGS DISTRIBUTI;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
UNDEFINED;INSPECTION;APPROPRIATIONS FROM FUND BALAN;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;40000;3
UNDEFINED;MISCELLANEOUS GRANTS FUND;SPECIAL GRANTS;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
UNDEFINED;INSPECTION;GB - PENALTY & INTEREST;;;;;;0;0;0;0;0;0;0;0;0;0;0;738;0;3
UNDEFINED;OFFICE ON YOUTH;STATE GRANTS;;;;;;0;0;0;500;0;0;0;0;0;0;0;0;0;3
UNDEFINED;HUMAN RELATIONS GRANT FUNDS Total;;;;;;;7171;4096;0;10092;20647;4382;1135;-1460;-2880;0;0;0;0;2
UNDEFINED;PARKS & RECREATION TITLE V GRA Total;;;;;;;37101;10065;-10065;0;0;0;0;0;-34269;0;0;0;0;2
UNDEFINED;TRANSPORTATION GRANTS FUND Total;;;;;;;29524;0;0;0;0;0;0;0;0;0;0;0;0;2
UNDEFINED;PARKS & REC 2B-LICK CREEK IN L;INVESTMENT EARNINGS DISTRIBUTI;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
UNDEFINED;ENO GREENWAY (PARKS & REC ZONE;TRANSFERS FROM OTHER FUNDS;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
UNDEFINED;PARTF GRANTS;CIP CONVERSION CLEANUP MAINFRA;;;;;;456;0;0;0;0;0;0;0;0;-456;0;0;0;3
UNDEFINED;USA BASEBALL;DISTRIBUTED INTEREST;;;;;;0;0;0;0;0;80;-35;480;0;0;-525;0;0;3
UNDEFINED;PARTF GRANTS;INVESTMENT INCOME;;;;;;0;810;1742;1777;-1764;0;0;0;0;0;-2566;0;0;3
UNDEFINED;PARKS & REC 1B-THIRD FORK CREE Total;;;;;;;0;0;8251;9032;5086;3883;1907;880;295;666;-29936;331;0;2
UNDEFINED;PARKS & REC 2A-LITTLE LICK CRK Total;;;;;;;0;0;6680;8009;4217;3277;1669;852;210;770;-25604;760;0;2
UNDEFINED;ENO GREENWAY (PARKS & REC ZONE;;;;;;;8253;-1345;11797;12076;-25241;506;274;154;85;-8236;1677;0;0;2
UNDEFINED;ENO GREENWAY (PARKS & REC ZONE Total;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;2
UNDEFINED;PARTF GRANTS Total;;;;;;;456;188;1742;1777;-1142;9;4;2;1;-455;-2583;0;0;2
UNDEFINED;MUNICIPAL BLG CIP FUND BALANCE;TRANSFER FROM CIP PS IMPROVEM;;;;;;0;0;0;0;0;0;0;0;23;-23;0;0;0;3
UNDEFINED;MUNICIPAL BLG CIP FUND BALANCE;CERTIFICATES OF PARTICIPATION;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
UNDEFINED;FIRE DEPARTMENT IMPROVEMENTS F;INVESTMENT EARNINGS DISTRIBUTI;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
UNDEFINED;AFFORDABLE HOUSING NOTES RECEI;CONTRA HOUSING LOANS REVENUES;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
UNDEFINED;AFFORDABLE HOUSING FUND;CONTRA HOUSING LOANS REVENUES;;;;;;0;0;0;0;0;0;0;0;0;0;0;-543608;0;3
UNDEFINED;GENERAL PROJECTS;TRANSFER FROM DISPOSAL SERVICE;;;;;;0;0;0;0;0;0;0;0;0;0;15753;3818;-3818;3
UNDEFINED;2009 LOBS;CERTIFICATES OF PARTICIPATION;;;;;;0;0;0;0;0;0;0;0;0;0;1413213;0;0;3
UNDEFINED;GEN PROJECTS-CITY MGR;SPECIAL GRANTS;;;;;;0;0;0;0;25000;0;0;0;0;0;0;0;0;3
UNDEFINED;PUBLIC SAFETY IMPROVEMENTS FUN Total;;;;;;;0;116744;269508;272532;-658783;500000;0;0;-88;481;-500210;499818;0;2
UNDEFINED;2009 LOBS Total;;;;;;;0;0;0;0;0;0;0;0;0;0;1413213;0;0;2
UNDEFINED;PROPERTY & FACILITY MANAGEMENT;CIP CONVERSION CLEANUP MAINFRA;;;;;;366962;0;0;0;0;0;0;0;0;-366962;0;0;0;3
UNDEFINED;PROPERTY & FACILITY MANAGEMENT;INVESTMENT EARNINGS DISTRIBUTI;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
UNDEFINED;GENERAL PROJECTS FUND;TRANSFER FROM DEBT SVC FUND;;;;;;0;0;0;0;0;0;0;0;0;0;0;400000;0;3
UNDEFINED;GENERAL PROJECTS;TRANSFER FROM TRANSIT GRANT FU;;;;;;0;0;0;0;0;0;0;0;0;0;14074;4797;0;3
UNDEFINED;DOWNTOWN CIP FUND BALANCE;DISTRIBUTED INTEREST;;;;;;0;0;0;0;2500;0;0;0;103506;-106006;0;0;0;3
UNDEFINED;DOWNTOWN PROJECTS;INVESTMENT EARNINGS DISTRIBUTI;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
UNDEFINED;PARKING FACILITIES;2005 GENERAL OBLIGATION BONDS;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
UNDEFINED;GENERAL PROJECTS;MISCELLANEOUS DEBT;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
UNDEFINED;GENERAL PROJECTS;CIP TRANSFERS;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
UNDEFINED;PARKS & REC 2B-LICK CREEK IN L Total;;;;;;;0;0;3589;5051;3802;2103;1117;627;153;561;-16948;550;0;2
UNDEFINED;TRANSPORTATION CAP PROJECTS;INVESTMENT EARNINGS DISTRIBUTI;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
UNDEFINED;STREET CIP FUND BALANCE;TRANSFER FROM THE GENERAL FUND;;;;;;0;0;0;0;0;0;0;0;143938;-143938;0;0;0;3
UNDEFINED;NC 147/BICYCLE/PEDESTRIAN BRID;INVESTMENT INCOME;;;;;;0;0;0;213;-213;0;0;0;0;0;0;0;0;3
UNDEFINED;STREET CIP FUND BALANCE;TRANSFER FROM CIP TRANSP;;;;;;0;0;0;0;0;0;0;0;9796;-9796;0;0;0;3
UNDEFINED;STREET CIP FUND BALANCE;MISC CIP REVENUE;;;;;;0;0;0;0;0;0;0;0;681976;80762;-202121;-47672;0;3
UNDEFINED;MULTIMODAL TRANSPORTATION CENT Total;;;;;;;67264;19707;103979;97422;-232918;0;0;0;-135;-67122;11805;0;0;2
FINANCE;FIN-INTERNAL SERVICES/IND COST;TRANSFER FROM THE GENERAL FUND;;;;;;0;0;39195;39195;39195;39195;0;0;0;0;0;0;0;3
FINANCE;FIN-INTERNAL SERVICES/IND COST;TRANSFER FROM STORM WATER MGMT;;;;;;0;0;0;0;136500;0;0;0;0;0;0;0;0;3
FINANCE;FIN-INTERNAL SERVICES/IND COST;INVESTMENT EARNINGS DISTRIBUTI;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
FINANCE;POST EMPLOYMENT BENEFITS;OPEB RETIREE CONTRIBUTIONS;;;;;;0;0;0;0;0;0;123575;538652;718613;793584;597449;0;0;3
FINANCE;INVESTMENT POOL FUND;DISTRIBUTED INTEREST;;;;;;0;0;-9931881;-10954552;-6101693;-4239300;-2216547;-1258720;-283281;-1355104;-1522797;-2714369;0;3
FINANCE;POST EMPLOYMENT BENEFITS;OPEB CITY CONTRIBUTION;;;;;;0;0;0;0;0;0;0;3996564;3802617;3641593;3883393;-301430;0;3
FINANCE;INVESTMENT POOL FUND;AMORTATION PREM GOVT SECURITIE;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
FINANCE;FIN-DEBT SERVICE;2010AB LOBS - COST OF ISSUANCE;;;;;;0;0;0;0;0;0;65807;0;0;0;0;0;0;3
FINANCE;FIN-DEBT SERVICE;2010 LOBS REFUNDING PREMIUM;;;;;;0;0;0;0;0;0;-832920;0;0;0;0;0;0;3
FINANCE;FIN-DEBT SERVICE Total;;;;;;;0;0;11140000;8820000;0;0;14333580;0;0;0;0;0;0;2
FINANCE;FIN-INTERNAL SERVICES/IND COST;.25 CENT TICKET SURCHARGE - B;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
FINANCE;FIN-INTERNAL SERVICES/IND COST;CHARGES FOR SERVICES;;;;;;0;0;0;0;0;0;0;4711100;3518490;4617874;4983011;4932803;5010994;3
FINANCE;FIN-INTERNAL SERVICES/IND COST;SKY BOX RENTALS- BALLPARK;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
FINANCE;FIN-INTERNAL SERVICES/IND COST;TRANSFERS FROM RESERVES;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
FINANCE;BALLPARK DEBT SERVICE;2010 LOBS REFUNDING PREMIUM;;;;;;0;0;0;0;0;0;-123256;0;0;0;0;0;0;3
FINANCE;FIN-DEBT SERVICE;2015 GO BONDS REFUNDING;;;;;;0;0;0;0;0;0;0;0;0;0;863175;0;0;3
FINANCE;DPAC DEBT SERVICE;2015 GO BONDS REFUNDING;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
FINANCE;FIN-DEBT SERVICE;SUBSIDY 45% - RZEDB;;;;;;0;0;0;0;0;0;30955;0;0;0;0;0;0;3
FINANCE;FIN-DEBT SERVICE Total;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;2
FINANCE;FINANCE DIRECTOR GASB 34 CONV;TRANSFER FROM STORM WATER MGMT;;;;;;0;0;0;0;-136500;0;0;0;0;0;0;0;0;3
FINANCE;FINANCE DIRECTOR GASB 34 CONV;SALE OF SURPLUS EQUIPMENT;;;;;;0;-53;559;-507372;0;0;0;0;0;0;0;0;0;3
FINANCE;FIN TREASURY GASB 34 CONV;SALE OF SURPLUS EQUIPMENT;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
FINANCE;FIN-DEBT SERVICE;2012 COPS RFD - PMT TO ESCROW;;;;;;0;0;0;0;0;0;0;-1398963;0;0;0;0;0;3
FINANCE;FIN-DEBT SERVICE;BANK LOAN PRIVATE PLACEMENT;;;;;;0;0;0;0;0;0;0;-1993376;0;0;0;-6000000;0;3
FINANCE;FIN-DEBT SERVICE;2012AB COPS - COST OF ISSUANCE;;;;;;0;0;0;0;0;0;0;-81037;0;0;0;0;0;3
FINANCE;FIN-DEBT SERVICE;2012 GO RFD - PMT TO ESCROW;;;;;;0;0;0;0;0;0;0;0;-1388432;0;0;0;0;3
COMMUNITY DEVELOPMENT;CDBG - MIN HOUSING CODE ENFORC;TRANSFERS FROM CDBG NOTES FUND;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
COMMUNITY DEVELOPMENT;CDBG TO BE CLOSED - COMM DEVEL;MISCELLANEOUS OPERATING REVENU;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
COMMUNITY DEVELOPMENT;COMMUNITY DEVELOPMENT NOTES RE;REPAYMENT OF LOANS/NOTES;;;;;;0;1915;0;0;0;0;0;0;0;0;0;0;-1915;3
GENERAL SERVICES;DPAC REPAIR AND MAINTENANCE;TRANSFER FROM PERFORMING ARTS;;;;;;0;0;0;0;0;200000;344768;0;0;0;0;0;0;3
GENERAL SERVICES;GENERAL SVCS GASB 34 CONV;CERTIFICATES OF PARTICIPATION;;;;;;0;0;0;-2274764;0;0;0;0;0;0;0;0;0;3
GENERAL SERVICES;GENERAL SVCS GASB 34 CONV;TRANSFER FROM ENTERPRISE-5701;;;;;;0;0;0;0;0;0;0;0;0;0;5750;0;0;3
GENERAL SERVICES;BALLPARK OPERATIONS;APPROPRIATIONS FROM FUND BALAN;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
COMMUNITY DEVELOPMENT;CDBG - PLANNING AND ADMIN;SALE OF LAND;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
GENERAL SERVICES;CEMETARY OPERATIONS Total;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;2
GENERAL SERVICES;URBAN FORESTRY Total;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;2
COMMUNITY DEVELOPMENT;CDBG TO BE CLOSED - COMM DEVEL;TRANSFERS FROM CDBG NOTES FUND;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
COMMUNITY DEVELOPMENT;CDBG 00-01 HOUSING AND COMMUNI;CREST ST RENTAL HOUSING LOAN $;;;;;;407;0;0;0;0;0;0;0;0;0;0;0;0;3
COMMUNITY DEVELOPMENT;CDBG 98-99 - COMM DEVELOPMENT;TRANSFERS FROM CDBG NOTES FUND;;;;;;0;0;-96865;0;0;0;0;0;0;0;0;0;0;3
COMMUNITY DEVELOPMENT;CDBG 98-99 - COMM DEVELOPMENT;REPAYMENT OF LOANS/NOTES;;;;;;0;0;-2090;0;0;0;0;0;0;0;0;0;0;3
COMMUNITY DEVELOPMENT;CDBG TO BE CLOSED - COMM DEVEL;SALE OF LAND;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
COMMUNITY DEVELOPMENT;CDBG 2010-2011;CDBG HUD PROGRAM YEAR 2011;;;;;;0;0;0;0;0;0;0;0;239018;1626;0;0;0;3
COMMUNITY DEVELOPMENT;CDBG 2010-2011;CDBG HUD PROGRAM YEAR 2009;;;;;;0;0;0;0;0;0;0;0;585061;0;0;0;0;3
COMMUNITY DEVELOPMENT;CDBG 2010-2011;CDBG HUD PROGRAM YEAR 2010;;;;;;0;0;0;0;0;0;0;0;662076;0;0;0;0;3
COMMUNITY DEVELOPMENT;FY98-99 CDBG;CDBG HUD PROGRAM YEAR 2008;;;;;;0;0;0;0;0;0;0;0;15870;0;0;0;0;3
COMMUNITY DEVELOPMENT;FY98-99 CDBG;FEDERAL GRANTS;;;;;;0;0;1143445;567875;161633;15870;0;0;-15870;0;0;0;1197203;3
GENERAL SERVICES;DURHHAM PERFORMING ARTS CENTER;TRANSFER FROM PERFORMING ARTS;;;;;;0;0;0;0;0;0;0;0;0;900000;0;0;0;3
GENERAL SERVICES;2005 PUBLIC SAFETY BONDS;2005 GENERAL OBLIGATION BONDS;;;;;;0;0;1000000;0;1787517;0;262483;0;0;-2;-3049998;0;0;3
GENERAL SERVICES;2005 PUBLIC SAFETY BONDS;TRANSFER FROM THE GENERAL FUND;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
GENERAL SERVICES;2010 AB 2005 BOND;2005 GENERAL OBLIGATION BONDS;;;;;;0;0;0;0;0;0;0;0;0;0;165309;0;0;3
GENERAL SERVICES;2009 PUBLIC SAFETY LOBS;2009 LOBS;;;;;;0;0;0;0;0;0;2763302;0;-1;0;-151549;0;0;3
GENERAL SERVICES;2009 PUBLIC SAFETY LOBS;2010 LOBS;;;;;;0;0;0;0;0;0;0;0;0;0;143407;0;0;3
GENERAL SERVICES;CIVIC CENTER;CURRENT YEAR'S LEVY;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
GENERAL SERVICES;PARKING;MISCELLANEOUS DEBT;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
GENERAL SERVICES;2012 AB 2005 BONDS Total;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;-69897;2
GENERAL SERVICES;2008 AB 2005 BOND Total;;;;;;;0;0;0;0;0;0;0;0;0;0;4307269;0;0;2
GENERAL SERVICES;BALLPARK OPERATIONS;MISCELLANEOUS OPERATING REVENU;;;;;;0;0;0;0;1000;0;0;0;0;0;0;0;0;3
GENERAL SERVICES;CIVIC CENTER;MISCELLANEOUS OPERATING REVENU;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
GENERAL SERVICES;BALLPARK OPERATIONS;DISTRIBUTED INTEREST;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
GENERAL SERVICES;CIVIC CENTER OPERATIONS;DURHAM COUNTY;;;;;;0;0;15412;0;0;0;35820;0;-35820;0;0;0;0;3
GENERAL SERVICES;CIVIC CENTER;BANQUET/CATERING REVENUE;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
GENERAL SERVICES;BALLPARK OPERATIONS;SALE OF LAND;;;;;;0;0;0;0;0;0;0;13000;0;0;0;0;0;3
GENERAL SERVICES;CIVIC CENTER;OTHER FACILITIES;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
GENERAL SERVICES;CIVIC CENTER;DURHAM COUNTY;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
GENERAL SERVICES;CIVIC CENTER;AIR LEASE;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
GENERAL SERVICES;CIVIC CENTER OPERATIONS Total;;;;;;;0;2011832;2662220;2433146;2093797;1696287;816435;1547004;3212257;2253296;2607928;2930920;2535530;2
COMMUNITY DEVELOPMENT;CDBG PROGRAM INCOME -POST FY13;LATE CHARGES-DCD LOANS;;;;;;0;0;0;0;0;0;0;0;0;1383;1334;356;0;3
COMMUNITY DEVELOPMENT;COMMUNITY DEVELOPMENT BLOCK GR;REPAYMENT OF LOANS/NOTES;;;;;;202844;0;0;0;0;0;0;0;0;0;0;0;0;3
COMMUNITY DEVELOPMENT;COMMUNITY DEVELOPMENT BLOCK GR;REPAYMENT OF LOANS/NOTES;;;;;;88266;0;0;0;0;0;0;0;0;0;0;0;0;3
COMMUNITY DEVELOPMENT;CDBG FY 2011-2012;MISCELLANEOUS OPERATING REVENU;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
COMMUNITY DEVELOPMENT;CDBG FY 2011-2012;CDBG HUD PROGRAM YEAR 2011;;;;;;0;0;0;0;0;0;0;0;591359;239394;0;0;-13458;3
COMMUNITY DEVELOPMENT;CDBG FY 2011-2012;HOUSING LIENS;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
GENERAL SERVICES;GENERAL PROJECTS GENERAL SERVI;TRANSFER FROM THE GENERAL FUND;;;;;;295400;0;0;510000;0;138956;0;0;-648956;0;2000;-5742;0;3
GENERAL SERVICES;GEN SVCS PROJS-2/3'S BONDS;TWO THIRDS BONDS PROCEEDS 2008;;;;;;0;0;0;0;202000;0;0;0;0;0;-2000;0;0;3
GENERAL SERVICES;LINE OF CREDIT;BANK LINE OF CREDIT REVENUE;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;12721;3
GENERAL SERVICES;CEMETERY PROJECTS;DISTRIBUTED INTEREST;;;;;;0;809;0;0;-809;0;0;0;0;0;0;0;0;3
GENERAL SERVICES;GEN SVC-CULTURAL FACIL 05 BOND Total;;;;;;;0;0;0;0;661000;-163615;163615;0;0;0;-661000;0;0;2
GENERAL SERVICES;GEN SVC-PUB IMPRV 05 BONDS Total;;;;;;;0;0;0;0;609904;0;51096;0;-569;0;-660431;0;0;2
GENERAL SERVICES;2005 PUBLIC SAFETY BONDS Total;;;;;;;0;0;0;0;295099;0;576901;0;-7197;0;-864803;0;0;2
GENERAL SERVICES;2010 AB 2005 BONDS Total;;;;;;;0;0;0;0;0;0;0;0;0;0;276980;0;0;2
GENERAL SERVICES;LINE OF CREDIT Total;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;12721;2
GENERAL SERVICES;PARK & REC LOBS Total;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;2
COMMUNITY DEVELOPMENT;CDBG 01-02 HOUSING & COMMUNITY;MISCELLANEOUS OPERATING REVENU;;;;;;3397;0;0;0;0;0;0;0;0;0;0;0;0;3
COMMUNITY DEVELOPMENT;CDBG 01-02 HOUSING & COMMUNITY;TRANSFERS FROM CDBG NOTES FUND;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
COMMUNITY DEVELOPMENT;CDBG 01-02 HOUSING & COMMUNITY;CDBG HUD PROGRAM YEAR 2008;;;;;;0;0;0;0;0;0;0;0;115098;0;0;0;0;3
COMMUNITY DEVELOPMENT;CDBG 01-02 HOUSING & COMMUNITY;CDBG HUD PROGRAM YEAR 2009;;;;;;0;0;0;0;0;0;0;0;14708;0;0;0;0;3
COMMUNITY DEVELOPMENT;COMMUNITY DEVELOPMENT BLOCK GR;FEDERAL GRANTS;;;;;;1462967;261116;-43143;51491;138782;0;0;0;-145586;0;0;0;151373;3
COMMUNITY DEVELOPMENT;CDBG FY 2012-2013;CDBG HUD PROGRAM YEAR 2013;;;;;;0;0;0;0;0;0;0;0;0;0;74246;9722;0;3
COMMUNITY DEVELOPMENT;CDBG FY 2012-2013;INTEREST INCOME - DCD LOANS;;;;;;0;0;0;0;0;0;0;0;28390;0;0;0;11186;3
COMMUNITY DEVELOPMENT;CDBG FY 2011-2012;CDBG HUD PROGRAM YEAR 2010;;;;;;0;0;0;0;0;0;0;0;538268;0;0;0;0;3
COMMUNITY DEVELOPMENT;CDBG 2010-2011;REPAYMENT OF LOANS/NOTES;;;;;;0;0;0;0;0;0;87344;0;0;0;42095;0;-19716;3
COMMUNITY DEVELOPMENT;CDBG 01-02 HOUSING & COMMUNITY Total;;;;;;;2153022;18463;-110791;75820;8938;115098;15735;0;0;0;0;0;7155;2
GENERAL SERVICES;2005 PARKS & RECREATION BONDS;2005 GENERAL OBLIGATION BONDS;;;;;;0;0;0;0;369650;-38060;600000;0;4237152;0;-5168742;0;0;3
GENERAL SERVICES;GENERAL PROJECTS GENERAL SERVI;DISTRIBUTED INTEREST;;;;;;0;0;0;0;287849;0;0;0;-57271;0;-5899;0;0;3
GENERAL SERVICES;PUBLIC BUILDINGS;TRANSFER FROM THE CEMETERY PER;;;;;;0;0;0;0;0;0;0;0;100000;0;-100000;0;0;3
GENERAL SERVICES;2008 AB 005 BONDS;2005 GENERAL OBLIGATION BONDS;;;;;;0;0;0;0;0;0;0;0;0;0;5579399;0;0;3
GENERAL SERVICES;GENERAL PROJECTS GENERAL SERVI;INVESTMENT INCOME;;;;;;0;111505;0;0;-111505;0;0;0;0;0;0;0;0;3
GENERAL SERVICES;2005 CULTURAL FACILITIES BONDS Total;;;;;;;0;0;500000;0;2288239;293870;1758161;0;1266545;0;-6106815;0;0;2
GENERAL SERVICES;2012 BC 2005 BONDS Total;;;;;;;0;0;0;0;0;0;0;0;0;0;5075791;-177478;0;2
GENERAL SERVICES;2010 CULTURAL LOBS Total;;;;;;;0;0;0;0;0;0;2129639;0;-2129639;65046;0;0;0;2
GENERAL SERVICES;2010 AB 2005 BONDS Total;;;;;;;0;0;0;0;0;0;0;0;0;0;1209882;0;0;2
GENERAL SERVICES;2008 AB 005 BONDS Total;;;;;;;0;0;0;0;0;0;0;0;0;0;5579399;0;0;2
COMMUNITY DEVELOPMENT;CDBG: FY 2013-2014 (PY 2013);MISCELLANEOUS OPERATING REVENU;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;1447;3
COMMUNITY DEVELOPMENT;CDBG: FY 2015-2016 (PY 2013);MISCELLANEOUS OPERATING REVENU;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
COMMUNITY DEVELOPMENT;CDBG: FY 2013-2014 (PY 2013);CDBG HUD PROGRAM YEAR 2013;;;;;;0;0;0;0;0;0;0;0;0;0;567732;74049;0;3
COMMUNITY DEVELOPMENT;CDBG: FY 2014-2015 (PY 2013);INTEREST INCOME - DCD LOANS;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
COMMUNITY DEVELOPMENT;CDBG: FY 2015-2016 (PY 2013);REPAYMENT OF LOANS/NOTES;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;69037;3
COMMUNITY DEVELOPMENT;CDBG: FY 2014-2015 (PY 2013);LATE CHARGES-DCD LOANS;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
COMMUNITY DEVELOPMENT;CDBG: FY 2014-2015 (PY 2013) Total;;;;;;;0;0;0;0;0;0;0;0;0;0;639945;414967;2234182;2
COMMUNITY DEVELOPMENT;COMMUNITY DEVELOPMENT BLOCK GR;AMRINATIONAL HOUSING LOANS DIS;;;;;;0;219860;125870;0;0;0;0;0;0;0;0;0;0;3
COMMUNITY DEVELOPMENT;FY07-08 CDBG PLAN & ADMIN;INTEREST INCOME - DCD LOANS;;;;;;0;0;0;35301;0;0;0;0;0;0;0;0;0;3
COMMUNITY DEVELOPMENT;COMMUNITY DEVELOPMENT BLOCK GR;CDBG HUD PROGRAM YEAR 2009;;;;;;0;0;0;0;0;0;0;0;85765;0;0;0;0;3
COMMUNITY DEVELOPMENT;FY07-08 CDBG PLAN & ADMIN;FEDERAL GRANTS;;;;;;0;0;0;625432;497129;277801;131054;10307;-404395;0;0;0;378301;3
COMMUNITY DEVELOPMENT;CDBG FY 2008-2009;CDBG HUD PROGRAM YEAR 2010;;;;;;0;0;0;0;0;0;0;0;82309;0;0;0;0;3
COMMUNITY DEVELOPMENT;CDBG FY 2008-2009;CDBG HUD PROGRAM YEAR 2008;;;;;;0;0;0;0;0;0;0;0;505966;0;0;0;0;3
COMMUNITY DEVELOPMENT;CDBG FY 2008-2009;FEDERAL GRANTS;;;;;;0;0;0;0;1037616;254700;343178;69073;-917330;0;0;0;186844;3
PARKS & RECREATION;PARKS CAPTIAL PROJECTS;TRANSFER FROM THE GENERAL FUND;;;;;;0;0;0;0;0;0;0;0;0;0;0;5742;187793;3
PARKS & RECREATION;PARKS CAPTIAL PROJECTS;TRANSFER FROM OPEN SPACE-NORTH;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;275000;3
PARKS & RECREATION;PARKS 2008 2/3'S BONDS;TWO THIRDS BONDS PROCEEDS 2008;;;;;;0;0;0;0;315000;0;0;0;-909;0;0;0;0;3
